City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
670,Kimbe,PG,81.86,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
671,Los Alamos,US,82.56,clear sky,35.8881,-106.307,"Holiday Inn Express & Suites Los Alamos Entrada Park, an IHG Hotel"
672,Puerto Leguizamo,CO,76.14,overcast clouds,-0.1934,-74.7819,la casona de juancho
674,Banikoara,BJ,74.79,heavy intensity rain,11.2985,2.4386,Hôtel de l'UCom CVPC
675,Korla,CN,83.1,clear sky,41.7597,86.1469,Gulisitan Hotel
676,Sao Felix Do Xingu,BR,84.49,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
681,Tateyama,JP,80.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
682,Cookeville,US,87.57,broken clouds,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
683,Flin Flon,CA,78.64,smoke,54.7682,-101.865,Victoria Inn Flin Flon
684,Kamaishi,JP,78.46,few clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
685,Yumen,CN,77.16,clear sky,40.2833,97.2,
